Simulation Time,No of Clients,Total Requests,Hop Reduction,Cache Hit Ratio,Latency,Feedback Scores
2025-05-11 14:50:01,7,94,0.6875,1.0638297872340425,0.00023574329014569613,"['highly_like', 'dislike', 'highly_dislike', 'like', 'highly_dislike', 'highly_dislike', 'highly_like', 'neutral']"
2025-05-11 14:50:01,6,97,0.6875,1.0309278350515463,0.0001986032868554052,"['highly_dislike', 'neutral', 'highly_dislike', 'neutral', 'highly_dislike', 'neutral', 'highly_like', 'highly_like']"
2025-05-11 14:50:01,8,100,0.6875,1.0,0.00016284843474557623,"['neutral', 'highly_dislike', 'neutral', 'dislike', 'highly_like', 'highly_dislike', 'neutral', 'neutral']"
2025-05-11 14:50:01,6,104,0.6875,0.9615384615384616,0.0009245332110689329,"['highly_like', 'neutral', 'dislike', 'highly_dislike', 'like', 'like', 'dislike', 'like']"
2025-05-11 14:50:01,7,107,0.6875,0.9345794392523363,0.00024816371177378474,"['highly_like', 'dislike', 'highly_like', 'highly_dislike', 'highly_like', 'highly_like', 'highly_dislike', 'highly_like']"
2025-05-11 14:50:01,6,110,0.6875,1.8181818181818181,0.0001292398197253592,"['dislike', 'highly_dislike', 'highly_dislike', 'highly_like', 'neutral', 'highly_like', 'neutral', 'like']"
2025-05-11 14:50:01,8,114,0.6875,1.7543859649122806,0.0002665047678617483,"['like', 'like', 'highly_like', 'highly_dislike', 'highly_like', 'neutral', 'neutral', 'highly_like']"
2025-05-11 14:50:01,7,117,0.6875,1.7094017094017095,0.0003139755573706417,"['dislike', 'highly_like', 'neutral', 'dislike', 'like', 'like', 'dislike', 'like']"
2025-05-11 14:50:01,6,121,0.6875,2.479338842975207,0.0006988099862014724,"['neutral', 'dislike', 'neutral', 'highly_dislike', 'like', 'neutral', 'like', 'dislike']"
2025-05-11 14:50:01,6,124,0.6875,2.4193548387096775,0.00018594387900044588,"['like', 'highly_like', 'highly_like', 'highly_like', 'highly_like', 'like', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:01,8,128,0.6875,2.34375,0.0005569449009033687,"['neutral', 'highly_like', 'dislike', 'neutral', 'dislike', 'highly_like', 'dislike', 'highly_dislike']"
2025-05-11 14:50:01,6,130,0.6875,3.076923076923077,0.0006074546880092768,"['neutral', 'neutral', 'dislike', 'highly_dislike', 'dislike', 'like', 'highly_dislike', 'dislike']"
2025-05-11 14:50:01,6,133,0.6875,3.007518796992481,0.0004270408382588015,"['highly_like', 'highly_like', 'highly_dislike', 'like', 'highly_like', 'dislike', 'highly_like', 'highly_like']"
2025-05-11 14:50:01,7,136,0.6875,3.6764705882352944,0.00021873758526898938,"['highly_dislike', 'neutral', 'dislike', 'neutral', 'neutral', 'neutral', 'highly_like', 'dislike']"
2025-05-11 14:50:01,7,138,0.6875,4.3478260869565215,0.0005088413281523326,"['neutral', 'neutral', 'neutral', 'highly_like', 'like', 'dislike', 'neutral', 'highly_dislike']"
2025-05-11 14:50:01,8,140,0.6875,4.285714285714286,0.0001448797827653474,"['like', 'highly_like', 'dislike', 'dislike', 'highly_dislike', 'dislike', 'dislike', 'dislike']"
2025-05-11 14:50:01,7,142,0.6875,4.929577464788732,0.0001507736280176988,"['highly_like', 'dislike', 'highly_dislike', 'dislike', 'highly_like', 'neutral', 'like', 'highly_like']"
2025-05-11 14:50:01,6,145,0.6875,4.827586206896552,0.00010525363479620469,"['dislike', 'like', 'neutral', 'highly_like', 'like', 'highly_like', 'dislike', 'dislike']"
2025-05-11 14:50:01,6,149,0.6875,4.697986577181208,0.0005500123770966667,"['dislike', 'like', 'like', 'neutral', 'highly_dislike', 'neutral', 'like', 'like']"
2025-05-11 14:50:01,6,152,0.6875,4.605263157894736,0.0006053174774265572,"['dislike', 'like', 'like', 'highly_dislike', 'highly_dislike', 'dislike', 'like', 'like']"
2025-05-11 14:50:01,6,156,0.6875,4.487179487179487,0.00048783349905703584,"['neutral', 'neutral', 'like', 'neutral', 'highly_like', 'neutral', 'highly_like', 'like']"
2025-05-11 14:50:01,8,158,0.6875,4.430379746835443,0.00020094294656431406,"['neutral', 'dislike', 'like', 'dislike', 'highly_like', 'neutral', 'dislike', 'neutral']"
2025-05-11 14:50:02,8,161,0.6875,4.3478260869565215,0.00026547669967525453,"['like', 'highly_dislike', 'dislike', 'dislike', 'highly_dislike', 'dislike', 'highly_dislike', 'highly_like']"
2025-05-11 14:50:02,7,164,0.6875,4.2682926829268295,0.0003587213502578942,"['like', 'highly_like', 'highly_like', 'like', 'highly_like', 'dislike', 'dislike', 'like']"
2025-05-11 14:50:02,7,168,0.6875,4.166666666666666,0.0005714151656143184,"['highly_dislike', 'like', 'like', 'like', 'like', 'neutral', 'dislike', 'dislike']"
2025-05-11 14:50:02,8,171,0.6875,4.093567251461988,0.00044140135162208254,"['dislike', 'highly_like', 'highly_dislike', 'like', 'neutral', 'neutral', 'highly_dislike', 'neutral']"
2025-05-11 14:50:02,8,175,0.6875,4.0,0.00034748135620392385,"['highly_like', 'highly_like', 'neutral', 'neutral', 'dislike', 'dislike', 'neutral', 'like']"
2025-05-11 14:50:02,8,178,0.6875,3.932584269662921,0.00043151129842129937,"['highly_like', 'neutral', 'highly_like', 'highly_like', 'like', 'highly_like', 'dislike', 'like']"
2025-05-11 14:50:02,8,180,0.6875,3.888888888888889,0.0001379937118264974,"['like', 'like', 'highly_like', 'highly_like', 'dislike', 'highly_dislike', 'neutral', 'highly_dislike']"
2025-05-11 14:50:02,6,184,0.6875,3.804347826086957,0.00010924855052476752,"['like', 'like', 'highly_like', 'highly_like', 'dislike', 'highly_dislike', 'neutral', 'dislike']"
2025-05-11 14:50:02,7,187,0.6875,3.7433155080213902,7.681158359857675e-05,"['like', 'like', 'neutral', 'highly_like', 'like', 'neutral', 'neutral', 'like']"
2025-05-11 14:50:02,8,190,0.6875,3.684210526315789,0.0005189688580471077,"['neutral', 'like', 'neutral', 'highly_like', 'like', 'like', 'dislike', 'dislike']"
2025-05-11 14:50:02,8,193,0.6875,3.6269430051813467,0.00041647121103125374,"['neutral', 'like', 'like', 'highly_like', 'like', 'dislike', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:02,8,196,0.6875,4.081632653061225,0.0002985905831011365,"['highly_dislike', 'dislike', 'like', 'like', 'highly_dislike', 'dislike', 'highly_dislike', 'highly_like']"
2025-05-11 14:50:02,7,200,0.6875,4.0,0.000147574347412537,"['highly_like', 'like', 'dislike', 'like', 'highly_like', 'neutral', 'dislike', 'dislike']"
2025-05-11 14:50:02,8,203,0.6875,3.9408866995073892,0.00022523406340535995,"['highly_like', 'neutral', 'neutral', 'highly_dislike', 'highly_like', 'dislike', 'neutral', 'highly_dislike']"
2025-05-11 14:50:02,7,205,0.6875,3.902439024390244,0.00024251257042937478,"['highly_like', 'highly_dislike', 'neutral', 'highly_dislike', 'dislike', 'like', 'neutral', 'like']"
2025-05-11 14:50:02,7,209,0.6875,4.30622009569378,0.00042265262045860423,"['like', 'like', 'highly_dislike', 'dislike', 'neutral', 'highly_dislike', 'highly_dislike', 'dislike']"
2025-05-11 14:50:02,7,212,0.6875,4.245283018867925,0.00014256038453157164,"['highly_dislike', 'highly_like', 'highly_dislike', 'highly_like', 'highly_like', 'dislike', 'like', 'like']"
2025-05-11 14:50:02,5,214,0.6875,4.205607476635514,0.0002516381356761927,"['highly_dislike', 'dislike', 'highly_dislike', 'neutral', 'highly_dislike', 'highly_dislike', 'neutral', 'like']"
2025-05-11 14:50:02,7,218,0.6875,4.128440366972478,0.00045183419045693833,"['highly_like', 'like', 'dislike', 'dislike', 'dislike', 'highly_dislike', 'like', 'highly_dislike']"
2025-05-11 14:50:02,6,220,0.6875,4.090909090909091,0.00038234510444301877,"['highly_like', 'neutral', 'dislike', 'dislike', 'highly_dislike', 'neutral', 'highly_dislike', 'highly_dislike']"
2025-05-11 14:50:02,8,224,0.6875,4.017857142857143,0.00016769005829884979,"['highly_dislike', 'like', 'highly_like', 'highly_dislike', 'neutral', 'dislike', 'neutral', 'dislike']"
2025-05-11 14:50:02,8,228,0.6875,3.9473684210526314,4.441124400580665e-05,"['dislike', 'dislike', 'like', 'highly_like', 'dislike', 'dislike', 'highly_dislike', 'dislike']"
2025-05-11 14:50:02,7,232,0.6875,3.8793103448275863,0.00013869850225972446,"['neutral', 'dislike', 'highly_dislike', 'like', 'like', 'highly_dislike', 'like', 'highly_like']"
2025-05-11 14:50:02,5,234,0.6875,3.8461538461538463,0.0001429261896623685,"['neutral', 'neutral', 'like', 'highly_like', 'highly_dislike', 'like', 'neutral', 'highly_dislike']"
2025-05-11 14:50:02,7,236,0.6875,3.8135593220338984,5.704502578734552e-05,"['like', 'highly_like', 'highly_like', 'highly_like', 'highly_dislike', 'highly_dislike', 'dislike', 'like']"
2025-05-11 14:50:02,7,240,0.6875,4.166666666666666,0.00011892439620646818,"['highly_dislike', 'highly_dislike', 'highly_like', 'dislike', 'like', 'like', 'like', 'like']"
2025-05-11 14:50:02,8,242,0.6875,4.132231404958678,0.00033928405473164383,"['highly_dislike', 'like', 'like', 'highly_like', 'highly_dislike', 'neutral', 'highly_dislike', 'neutral']"
2025-05-11 14:50:02,7,245,0.6875,4.081632653061225,0.00036162119046634307,"['highly_dislike', 'like', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
2025-05-11 14:50:02,5,249,0.6875,4.417670682730924,0.00011635029227457826,"['highly_dislike', 'like', 'highly_dislike', 'dislike', 'highly_dislike', 'highly_dislike', 'like', 'like']"
2025-05-11 14:50:02,8,253,0.6875,4.3478260869565215,0.00032681540810441815,"['highly_like', 'neutral', 'highly_dislike', 'like', 'highly_like', 'dislike', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:02,8,257,0.6875,4.280155642023346,0.0003297026355223697,"['like', 'highly_dislike', 'highly_dislike', 'dislike', 'like', 'neutral', 'highly_dislike', 'like']"
2025-05-11 14:50:02,8,261,0.6875,4.21455938697318,0.00014120416531321434,"['like', 'like', 'dislike', 'neutral', 'highly_dislike', 'highly_like', 'highly_like', 'neutral']"
2025-05-11 14:50:02,6,263,0.6875,4.182509505703422,5.4994316698179904e-05,"['neutral', 'highly_like', 'neutral', 'like', 'like', 'highly_like', 'like', 'dislike']"
2025-05-11 14:50:02,7,267,0.6875,4.119850187265917,0.0003631366075905823,"['neutral', 'like', 'dislike', 'dislike', 'neutral', 'highly_dislike', 'like', 'dislike']"
2025-05-11 14:50:02,7,270,0.6875,4.444444444444445,5.927635792246125e-05,"['like', 'like', 'like', 'like', 'neutral', 'highly_like', 'neutral', 'dislike']"
2025-05-11 14:50:02,8,274,0.6875,4.37956204379562,0.00012133313812188913,"['highly_dislike', 'highly_like', 'highly_dislike', 'like', 'highly_dislike', 'highly_like', 'like', 'like']"
2025-05-11 14:50:02,7,277,0.6875,4.332129963898916,6.641455667477221e-05,"['highly_dislike', 'like', 'dislike', 'dislike', 'highly_like', 'highly_dislike', 'highly_dislike', 'dislike']"
2025-05-11 14:50:02,8,281,0.6875,4.270462633451958,0.0003313985512867602,"['like', 'neutral', 'dislike', 'highly_like', 'neutral', 'highly_dislike', 'highly_dislike', 'neutral']"
2025-05-11 14:50:02,8,284,0.6875,4.225352112676056,0.00023778909502880963,"['highly_dislike', 'like', 'neutral', 'dislike', 'highly_like', 'dislike', 'dislike', 'highly_dislike']"
2025-05-11 14:50:02,7,287,0.6875,4.181184668989547,9.549002342328872e-05,"['dislike', 'neutral', 'dislike', 'dislike', 'like', 'highly_dislike', 'highly_dislike', 'neutral']"
2025-05-11 14:50:02,7,291,0.6875,4.123711340206185,0.00025589273919108196,"['dislike', 'neutral', 'highly_dislike', 'highly_dislike', 'like', 'highly_like', 'dislike', 'highly_like']"
2025-05-11 14:50:02,6,295,0.6875,4.067796610169491,0.00016455062345634353,"['dislike', 'dislike', 'dislike', 'highly_like', 'highly_dislike', 'like', 'highly_dislike', 'dislike']"
2025-05-11 14:50:02,7,297,0.6875,4.377104377104377,0.00022527694463920998,"['like', 'highly_like', 'highly_dislike', 'like', 'neutral', 'highly_dislike', 'highly_like', 'highly_like']"
2025-05-11 14:50:02,8,300,0.6875,4.333333333333334,0.00026057327462092366,"['dislike', 'highly_like', 'neutral', 'highly_dislike', 'neutral', 'dislike', 'dislike', 'dislike']"
2025-05-11 14:50:02,7,302,0.6875,4.304635761589404,0.00013540453927559634,"['dislike', 'highly_like', 'like', 'highly_dislike', 'highly_dislike', 'dislike', 'like', 'like']"
2025-05-11 14:50:02,5,304,0.6875,4.276315789473684,0.0001141461179126559,"['like', 'dislike', 'like', 'like', 'dislike', 'dislike', 'highly_dislike', 'like']"
2025-05-11 14:50:02,7,307,0.6875,4.234527687296417,0.00024262961208474553,"['like', 'like', 'highly_dislike', 'highly_like', 'like', 'like', 'highly_dislike', 'highly_dislike']"
2025-05-11 14:50:02,8,310,0.6875,4.193548387096775,0.00018870808112407317,"['like', 'neutral', 'dislike', 'like', 'highly_like', 'neutral', 'neutral', 'highly_dislike']"
2025-05-11 14:50:02,8,314,0.6875,4.140127388535031,9.919644949648816e-05,"['dislike', 'highly_like', 'like', 'neutral', 'neutral', 'neutral', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:02,7,317,0.6875,4.100946372239748,0.0001038704201796972,"['dislike', 'highly_like', 'like', 'dislike', 'dislike', 'dislike', 'highly_like', 'like']"
2025-05-11 14:50:02,8,320,0.6875,4.0625,0.0001553100836676852,"['like', 'highly_dislike', 'dislike', 'dislike', 'highly_like', 'highly_like', 'highly_dislike', 'neutral']"
2025-05-11 14:50:02,7,323,0.6875,4.024767801857585,5.21191328699518e-05,"['dislike', 'dislike', 'neutral', 'like', 'dislike', 'highly_like', 'like', 'dislike']"
2025-05-11 14:50:02,8,327,0.6875,3.9755351681957185,0.00012261556102461616,"['dislike', 'highly_like', 'highly_like', 'highly_like', 'dislike', 'like', 'highly_like', 'dislike']"
2025-05-11 14:50:02,8,330,0.6875,3.939393939393939,0.00024291930311831237,"['dislike', 'highly_like', 'dislike', 'like', 'highly_dislike', 'like', 'highly_dislike', 'neutral']"
2025-05-11 14:50:02,7,332,0.6875,3.91566265060241,0.00011077967965205717,"['highly_dislike', 'dislike', 'highly_like', 'neutral', 'highly_dislike', 'highly_dislike', 'highly_like', 'neutral']"
2025-05-11 14:50:02,6,335,0.6875,3.880597014925373,5.447961232658075e-05,"['highly_like', 'like', 'like', 'neutral', 'highly_like', 'dislike', 'like', 'like']"
2025-05-11 14:50:02,7,339,0.6875,3.8348082595870205,3.1109822531539255e-05,"['dislike', 'dislike', 'like', 'highly_like', 'like', 'like', 'highly_dislike', 'highly_like']"
2025-05-11 14:50:02,8,341,0.6875,3.812316715542522,0.00023434559808571052,"['highly_dislike', 'dislike', 'highly_dislike', 'neutral', 'neutral', 'dislike', 'highly_dislike', 'dislike']"
2025-05-11 14:50:02,8,343,0.6875,3.7900874635568513,0.00018300501211591344,"['highly_dislike', 'highly_like', 'like', 'like', 'dislike', 'highly_dislike', 'highly_like', 'neutral']"
2025-05-11 14:50:02,8,345,0.6875,3.768115942028986,3.610684589001612e-05,"['neutral', 'highly_like', 'like', 'neutral', 'dislike', 'highly_like', 'highly_like', 'like']"
2025-05-11 14:50:02,8,348,0.6875,3.7356321839080464,3.108974905981283e-05,"['like', 'like', 'highly_dislike', 'dislike', 'highly_dislike', 'like', 'highly_dislike', 'neutral']"
2025-05-11 14:50:02,8,352,0.6875,3.6931818181818183,0.00014127578354155383,"['dislike', 'highly_dislike', 'dislike', 'like', 'highly_like', 'neutral', 'highly_like', 'highly_like']"
2025-05-11 14:50:02,8,356,0.6875,3.651685393258427,9.841564043984131e-05,"['highly_dislike', 'neutral', 'neutral', 'highly_dislike', 'neutral', 'highly_dislike', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:02,8,359,0.6875,3.6211699164345403,0.0001050780470540986,"['highly_dislike', 'highly_like', 'neutral', 'highly_dislike', 'highly_dislike', 'like', 'highly_dislike', 'highly_dislike']"
2025-05-11 14:50:02,7,363,0.6875,3.581267217630854,5.1950150702122984e-05,"['neutral', 'neutral', 'like', 'neutral', 'highly_like', 'neutral', 'neutral', 'highly_dislike']"
2025-05-11 14:50:02,8,367,0.6875,3.5422343324250685,0.00018152667124312044,"['dislike', 'dislike', 'like', 'dislike', 'highly_like', 'highly_like', 'neutral', 'neutral']"
2025-05-11 14:50:02,7,369,0.6875,3.523035230352303,5.76760637874053e-05,"['neutral', 'neutral', 'like', 'like', 'dislike', 'highly_dislike', 'highly_like', 'dislike']"
2025-05-11 14:50:02,6,372,0.6875,3.494623655913978,4.67947451061745e-05,"['highly_like', 'like', 'neutral', 'highly_like', 'like', 'highly_dislike', 'dislike', 'highly_like']"
2025-05-11 14:50:02,8,375,0.6875,3.4666666666666663,0.00010402604446131088,"['neutral', 'highly_like', 'highly_dislike', 'neutral', 'highly_dislike', 'dislike', 'dislike', 'like']"
2025-05-11 14:50:02,6,378,0.6875,3.439153439153439,0.00012127750598816365,"['dislike', 'highly_dislike', 'highly_dislike', 'like', 'neutral', 'like', 'dislike', 'like']"
2025-05-11 14:50:02,7,382,0.6875,3.4031413612565444,0.0001623855723642698,"['highly_like', 'dislike', 'dislike', 'highly_dislike', 'neutral', 'highly_like', 'dislike', 'dislike']"
2025-05-11 14:50:02,6,386,0.6875,3.6269430051813467,0.00023128027566012184,"['neutral', 'highly_dislike', 'dislike', 'highly_like', 'dislike', 'dislike', 'neutral', 'neutral']"
2025-05-11 14:50:02,7,390,0.6875,3.5897435897435894,2.7157327183283827e-05,"['dislike', 'highly_like', 'dislike', 'neutral', 'like', 'highly_like', 'highly_dislike', 'dislike']"
2025-05-11 14:50:10,8,4,0.6,0.0,0.007492642325642618,"['highly_dislike', 'highly_dislike', 'like', 'neutral', 'dislike', 'highly_dislike', 'neutral', 'highly_dislike']"
2025-05-11 14:50:10,8,7,0.6499999999999999,0.0,0.012494674627045897,"['highly_dislike', 'highly_like', 'highly_like', 'dislike', 'highly_dislike', 'like', 'like', 'highly_dislike']"
2025-05-11 14:50:10,7,11,0.6333333333333333,0.0,0.0012505389874758726,"['neutral', 'neutral', 'dislike', 'highly_dislike', 'like', 'highly_dislike', 'neutral', 'like']"
2025-05-11 14:50:10,8,14,0.6499999999999999,0.0,0.0008571798700750258,"['highly_dislike', 'neutral', 'dislike', 'like', 'highly_like', 'neutral', 'like', 'neutral']"
2025-05-11 14:50:10,8,18,0.6499999999999999,0.0,0.0036239931195720856,"['highly_dislike', 'highly_like', 'neutral', 'highly_dislike', 'like', 'neutral', 'highly_like', 'dislike']"
2025-05-11 14:50:10,8,22,0.6499999999999999,0.0,0.004331584539595785,"['neutral', 'neutral', 'highly_like', 'dislike', 'like', 'highly_like', 'neutral', 'dislike']"
2025-05-11 14:50:10,8,25,0.6499999999999999,0.0,0.00042779906228960254,"['like', 'highly_dislike', 'like', 'highly_dislike', 'highly_like', 'dislike', 'highly_dislike', 'neutral']"
2025-05-11 14:50:10,7,27,0.6799999999999999,0.0,0.000998016181033808,"['highly_dislike', 'highly_like', 'like', 'highly_dislike', 'like', 'dislike', 'highly_like', 'highly_like']"
2025-05-11 14:50:10,8,30,0.6799999999999999,0.0,0.0019284638505363465,"['highly_dislike', 'neutral', 'dislike', 'highly_dislike', 'dislike', 'dislike', 'highly_dislike', 'dislike']"
2025-05-11 14:50:10,7,34,0.6799999999999999,0.0,0.0018105113004184981,"['like', 'neutral', 'highly_like', 'dislike', 'highly_dislike', 'dislike', 'dislike', 'dislike']"
2025-05-11 14:50:10,8,37,0.6799999999999999,0.0,0.0008697813747806324,"['highly_dislike', 'highly_dislike', 'highly_like', 'dislike', 'highly_dislike', 'neutral', 'dislike', 'like']"
2025-05-11 14:50:10,8,41,0.6799999999999999,0.0,0.0021328851020990264,"['dislike', 'highly_like', 'like', 'neutral', 'highly_like', 'highly_like', 'highly_like', 'like']"
2025-05-11 14:50:10,7,44,0.6799999999999999,2.272727272727273,0.0020162955374524376,"['like', 'highly_dislike', 'like', 'highly_dislike', 'highly_like', 'neutral', 'dislike', 'highly_like']"
2025-05-11 14:50:10,7,47,0.6799999999999999,2.127659574468085,0.0011234713784312293,"['neutral', 'neutral', 'highly_dislike', 'highly_dislike', 'highly_dislike', 'dislike', 'dislike', 'neutral']"
2025-05-11 14:50:10,8,50,0.6799999999999999,4.0,0.001464244440109072,"['highly_dislike', 'highly_dislike', 'neutral', 'dislike', 'dislike', 'highly_dislike', 'like', 'like']"
2025-05-11 14:50:10,8,54,0.6666666666666666,3.7037037037037033,0.00040567712729609956,"['like', 'highly_dislike', 'like', 'like', 'highly_like', 'highly_like', 'neutral', 'dislike']"
2025-05-11 14:50:10,6,57,0.6666666666666666,3.508771929824561,0.0008501530620519555,"['highly_like', 'dislike', 'dislike', 'dislike', 'highly_dislike', 'dislike', 'highly_like', 'neutral']"
2025-05-11 14:50:10,6,59,0.6857142857142857,3.389830508474576,0.0006283087341794194,"['like', 'highly_dislike', 'like', 'like', 'highly_dislike', 'highly_dislike', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:10,7,62,0.6875,3.225806451612903,0.0005852935601045108,"['dislike', 'dislike', 'highly_like', 'dislike', 'dislike', 'highly_dislike', 'highly_dislike', 'like']"
2025-05-11 14:50:10,7,65,0.6875,3.076923076923077,0.0010224058162012321,"['dislike', 'highly_like', 'highly_like', 'highly_like', 'neutral', 'highly_like', 'dislike', 'dislike']"
2025-05-11 14:50:10,7,67,0.6875,2.9850746268656714,0.0013963988849963983,"['highly_like', 'dislike', 'dislike', 'neutral', 'highly_like', 'highly_dislike', 'like', 'like']"
2025-05-11 14:50:10,7,69,0.6875,2.898550724637681,0.00029274452005273525,"['highly_like', 'dislike', 'highly_dislike', 'highly_dislike', 'highly_like', 'like', 'highly_like', 'highly_like']"
2025-05-11 14:50:10,7,71,0.6875,2.8169014084507045,0.0011366161179451938,"['highly_dislike', 'highly_like', 'highly_dislike', 'highly_like', 'highly_like', 'like', 'dislike', 'like']"
2025-05-11 14:50:10,6,75,0.6875,2.666666666666667,0.0002083430663081164,"['like', 'neutral', 'highly_like', 'highly_dislike', 'dislike', 'neutral', 'neutral', 'highly_dislike']"
